,time,name,size,type,price
7274,16:23:12,sicilian,S,supreme,12.25
7275,16:23:23,five_cheese,L,veggie,18.5
7276,16:34:34,veggie_veg,M,veggie,16.0
7277,16:34:34,spinach_fet,L,veggie,20.25
7278,16:34:34,green_garden,S,veggie,12.0
7279,16:42:27,mexicana,S,veggie,12.0
7280,16:42:27,the_greek,XL,classic,25.5
7281,16:42:27,ital_cpcllo,L,classic,20.5
7282,16:42:27,pep_msh_pep,L,classic,17.5
7283,17:00:52,veggie_veg,L,veggie,20.25
7284,17:00:52,pep_msh_pep,S,classic,11.0
7285,17:44:21,the_greek,M,classic,16.0
7286,18:28:37,thai_ckn,M,chicken,16.75
7287,18:57:53,cali_ckn,L,chicken,20.75
7288,18:57:53,thai_ckn,M,chicken,16.75
7289,19:34:23,cali_ckn,S,chicken,12.75
7290,19:34:23,classic_dlx,M,classic,16.0
7291,19:35:02,hawaiian,S,classic,10.5
7292,19:38:44,veggie_veg,S,veggie,12.0
7293,19:38:44,peppr_salami,L,supreme,20.75
7294,19:51:29,calabrese,L,supreme,20.25
7295,19:51:29,cali_ckn,M,chicken,16.75
7296,19:53:24,sicilian,S,supreme,12.25
7297,19:53:24,sicilian,M,supreme,16.25
7298,19:53:24,pep_msh_pep,S,classic,11.0
7299,19:53:24,five_cheese,L,veggie,18.5
7300,20:40:55,five_cheese,L,veggie,18.5
7301,20:40:55,pep_msh_pep,L,classic,17.5
7302,20:40:55,southw_ckn,S,chicken,12.75
7303,20:43:58,big_meat,S,classic,12.0
7304,20:47:46,spin_pesto,M,veggie,16.5
7305,21:02:45,thai_ckn,L,chicken,20.75
7306,21:02:45,the_greek,L,classic,20.5
7307,21:12:20,cali_ckn,L,chicken,20.75
7308,21:13:36,spin_pesto,L,veggie,20.75
7309,21:13:36,ckn_alfredo,S,chicken,12.75
7310,21:13:36,spicy_ital,M,supreme,16.5
7311,21:13:36,sicilian,M,supreme,16.25
7312,21:36:58,big_meat,S,classic,12.0
7313,21:50:42,hawaiian,S,classic,10.5
7314,21:50:42,spinach_fet,S,veggie,12.0
7315,21:50:42,bbq_ckn,M,chicken,16.75
7316,21:50:42,big_meat,S,classic,12.0
7317,22:13:50,spin_pesto,M,veggie,16.5
7318,22:13:50,thai_ckn,S,chicken,12.75
7319,22:13:50,classic_dlx,L,classic,20.5
7320,11:18:31,soppressata,L,supreme,20.75
7321,11:52:30,bbq_ckn,L,chicken,20.75
7322,11:52:30,classic_dlx,S,classic,12.0
7323,11:54:41,cali_ckn,S,chicken,12.75
7324,11:54:41,napolitana,M,classic,16.0
7325,11:54:41,pep_msh_pep,M,classic,14.5
7326,12:09:18,ckn_pesto,L,chicken,20.75
7327,12:10:43,ital_supr,L,supreme,20.75
7328,12:10:43,soppressata,L,supreme,20.75
7329,12:10:43,hawaiian,S,classic,10.5
7330,12:21:42,mediterraneo,S,veggie,12.0
7331,12:21:42,cali_ckn,M,chicken,16.75
7332,12:23:43,ckn_pesto,M,chicken,16.75
7333,12:23:43,pepperoni,L,classic,15.25
7334,12:30:16,spicy_ital,S,supreme,12.5
7335,12:41:52,ital_veggie,M,veggie,16.75
7336,12:41:52,ital_veggie,L,veggie,21.0
7337,12:41:52,southw_ckn,L,chicken,20.75
7338,12:41:52,bbq_ckn,M,chicken,16.75
7339,12:44:52,prsc_argla,L,supreme,20.75
7340,12:51:43,veggie_veg,M,veggie,16.0
7341,12:51:43,cali_ckn,L,chicken,20.75
7342,12:57:29,ital_veggie,M,veggie,16.75
7343,13:04:34,ital_supr,L,supreme,20.75
7344,13:15:00,green_garden,L,veggie,20.25
7345,13:22:07,ital_supr,M,supreme,16.5
7346,13:22:07,napolitana,L,classic,20.5
7347,13:22:07,veggie_veg,S,veggie,12.0
7348,13:22:54,napolitana,L,classic,20.5
7349,13:22:54,pep_msh_pep,S,classic,11.0
7350,13:22:54,cali_ckn,L,chicken,20.75
7351,13:27:18,pepperoni,M,classic,12.5
7352,13:27:18,cali_ckn,M,chicken,16.75
7353,13:27:18,spicy_ital,L,supreme,20.75
7354,13:27:18,classic_dlx,M,classic,16.0
7355,13:27:18,spicy_ital,M,supreme,16.5
7356,13:27:18,sicilian,L,supreme,20.25
7357,13:27:18,bbq_ckn,L,chicken,20.75
7358,13:27:18,spicy_ital,M,supreme,16.5
7359,13:27:18,pepperoni,S,classic,9.75
7360,13:27:18,ital_cpcllo,M,classic,16.0
7361,13:27:18,spinach_fet,L,veggie,20.25
7362,13:27:18,bbq_ckn,L,chicken,20.75
7363,13:27:18,five_cheese,L,veggie,18.5
7364,13:27:18,southw_ckn,S,chicken,12.75
7365,13:34:56,soppressata,L,supreme,20.75
7366,13:59:04,thai_ckn,L,chicken,20.75
7367,13:59:04,cali_ckn,L,chicken,20.75
7368,13:59:04,ital_cpcllo,L,classic,20.5
7369,13:59:04,southw_ckn,L,chicken,20.75
7370,13:59:04,cali_ckn,L,chicken,20.75
7371,13:59:04,pepperoni,M,classic,12.5
7372,13:59:04,ckn_alfredo,L,chicken,20.75
7373,13:59:04,the_greek,XL,classic,25.5
7374,13:59:04,hawaiian,L,classic,16.5
7375,14:24:16,five_cheese,L,veggie,18.5
7376,14:24:16,veggie_veg,S,veggie,12.0
7377,15:11:01,veggie_veg,L,veggie,20.25
7378,15:11:01,ital_supr,L,supreme,20.75
7379,15:19:27,pep_msh_pep,M,classic,14.5
7380,15:49:25,spinach_supr,M,supreme,16.5
7381,16:19:34,four_cheese,L,veggie,17.95
7382,16:24:11,the_greek,S,classic,12.0
7383,16:24:11,ckn_alfredo,M,chicken,16.75
7384,16:24:11,pep_msh_pep,S,classic,11.0
7385,16:28:00,napolitana,L,classic,20.5
7386,16:28:00,spicy_ital,L,supreme,20.75
7387,16:36:02,classic_dlx,M,classic,16.0
7388,16:40:05,green_garden,L,veggie,20.25
7389,16:40:05,veggie_veg,L,veggie,20.25
7390,17:13:58,thai_ckn,S,chicken,12.75
7391,17:13:58,brie_carre,S,supreme,23.65
7392,17:16:39,spinach_supr,M,supreme,16.5
7393,17:16:39,hawaiian,L,classic,16.5
7394,17:21:33,spinach_supr,L,supreme,20.75
7395,17:21:33,ital_cpcllo,L,classic,20.5
7396,17:21:33,ckn_pesto,L,chicken,20.75
7397,17:21:33,veggie_veg,L,veggie,20.25
7398,17:22:50,spinach_fet,S,veggie,12.0
7399,17:22:50,ckn_pesto,M,chicken,16.75
7400,17:22:50,ital_cpcllo,M,classic,16.0
7401,17:22:50,the_greek,XL,classic,25.5
7402,17:23:12,thai_ckn,L,chicken,20.75
7403,17:23:12,veggie_veg,S,veggie,12.0
7404,17:29:25,prsc_argla,L,supreme,20.75
7405,17:29:25,napolitana,S,classic,12.0
7406,17:31:33,cali_ckn,M,chicken,16.75
7407,17:31:33,thai_ckn,L,chicken,20.75
7408,17:31:33,napolitana,L,classic,20.5
7409,17:31:54,pepperoni,S,classic,9.75
7410,17:31:54,big_meat,S,classic,12.0
7411,17:31:54,spinach_supr,S,supreme,12.5
7412,17:31:54,spin_pesto,L,veggie,20.75
7413,17:34:41,hawaiian,S,classic,10.5
7414,17:34:41,classic_dlx,L,classic,20.5
7415,17:41:51,classic_dlx,S,classic,12.0
7416,17:42:59,big_meat,S,classic,12.0
7417,18:05:29,mexicana,L,veggie,20.25
7418,18:05:29,ital_cpcllo,S,classic,12.0
7419,18:05:29,spinach_fet,S,veggie,12.0
7420,18:05:29,classic_dlx,S,classic,12.0
7421,18:22:26,classic_dlx,M,classic,16.0
7422,18:22:26,calabrese,S,supreme,12.25
7423,18:33:38,bbq_ckn,M,chicken,16.75
7424,18:33:38,mexicana,L,veggie,20.25
7425,18:37:54,cali_ckn,S,chicken,12.75
7426,18:39:22,prsc_argla,S,supreme,12.5
7427,18:48:26,pepperoni,L,classic,15.25
7428,18:51:30,mexicana,L,veggie,20.25
7429,18:51:30,ital_supr,L,supreme,20.75
7430,18:51:30,ital_veggie,S,veggie,12.75
7431,18:51:30,four_cheese,L,veggie,17.95
7432,19:56:16,four_cheese,M,veggie,14.75
7433,19:56:16,ckn_alfredo,M,chicken,16.75
7434,19:56:16,prsc_argla,S,supreme,12.5
7435,19:56:16,cali_ckn,M,chicken,16.75
7436,19:57:22,classic_dlx,S,classic,12.0
7437,20:21:54,prsc_argla,L,supreme,20.75
7438,20:21:54,calabrese,M,supreme,16.25
7439,20:33:37,hawaiian,L,classic,16.5
7440,21:09:47,classic_dlx,L,classic,20.5
7441,21:19:27,spinach_supr,S,supreme,12.5
7442,21:19:27,peppr_salami,S,supreme,12.5
7443,21:19:27,hawaiian,M,classic,13.25
7444,22:05:27,calabrese,L,supreme,20.25
7445,22:05:27,veggie_veg,S,veggie,12.0
7446,22:05:27,green_garden,L,veggie,20.25
7447,22:22:21,big_meat,S,classic,12.0
7448,11:44:17,classic_dlx,L,classic,20.5
7449,11:56:22,mexicana,L,veggie,20.25
7450,11:56:22,classic_dlx,M,classic,16.0
7451,11:56:22,pepperoni,S,classic,9.75
7452,11:56:22,soppressata,L,supreme,20.75
7453,11:56:22,peppr_salami,L,supreme,20.75
7454,11:56:22,pepperoni,S,classic,9.75
7455,11:57:44,ckn_alfredo,M,chicken,16.75
7456,11:57:44,spicy_ital,S,supreme,12.5
7457,12:08:42,hawaiian,S,classic,10.5
7458,12:08:42,napolitana,L,classic,20.5
7459,12:11:31,sicilian,S,supreme,12.25
7460,12:11:31,five_cheese,L,veggie,18.5
7461,12:13:18,soppressata,S,supreme,12.5
7462,12:13:18,thai_ckn,L,chicken,20.75
7463,12:15:10,four_cheese,L,veggie,17.95
7464,12:15:10,spin_pesto,M,veggie,16.5
7465,12:24:43,four_cheese,L,veggie,17.95
7466,12:24:43,green_garden,M,veggie,16.0
7467,12:24:43,five_cheese,L,veggie,18.5
7468,12:24:43,spicy_ital,S,supreme,12.5
7469,12:29:32,thai_ckn,L,chicken,20.75
7470,12:34:37,pepperoni,S,classic,9.75
7471,12:34:37,cali_ckn,S,chicken,12.75
7472,12:34:37,bbq_ckn,M,chicken,16.75
7473,12:34:37,southw_ckn,M,chicken,16.75
7474,12:34:37,hawaiian,M,classic,13.25
7475,12:34:37,bbq_ckn,S,chicken,12.75
7476,12:34:37,five_cheese,L,veggie,18.5
7477,12:34:37,cali_ckn,L,chicken,20.75
7478,12:34:37,brie_carre,S,supreme,23.65
7479,12:34:37,soppressata,L,supreme,20.75
7480,12:49:47,peppr_salami,L,supreme,20.75
7481,12:50:51,brie_carre,S,supreme,23.65
7482,12:50:51,southw_ckn,M,chicken,16.75
7483,12:50:51,bbq_ckn,L,chicken,20.75
7484,12:50:51,spinach_supr,M,supreme,16.5
7485,12:51:26,cali_ckn,M,chicken,16.75
7486,12:52:55,spicy_ital,L,supreme,20.75
7487,13:11:53,peppr_salami,L,supreme,20.75
7488,13:24:10,big_meat,S,classic,12.0
7489,13:24:10,ital_veggie,S,veggie,12.75
7490,13:24:10,spicy_ital,S,supreme,12.5
7491,13:26:36,big_meat,S,classic,12.0
7492,13:26:39,calabrese,M,supreme,16.25
7493,13:26:39,sicilian,S,supreme,12.25
7494,13:26:39,spinach_supr,L,supreme,20.75
7495,13:29:11,peppr_salami,S,supreme,12.5
7496,13:29:11,spinach_supr,S,supreme,12.5
7497,13:40:52,ital_supr,M,supreme,16.5
7498,13:40:52,calabrese,L,supreme,20.25
7499,14:08:37,veggie_veg,L,veggie,20.25
7500,14:31:36,ital_supr,S,supreme,12.5
7501,14:31:36,five_cheese,L,veggie,18.5
7502,14:31:36,calabrese,M,supreme,16.25
7503,14:43:13,ital_supr,M,supreme,16.5
7504,15:00:06,pep_msh_pep,S,classic,11.0
7505,15:18:55,classic_dlx,L,classic,20.5
7506,15:18:55,hawaiian,M,classic,13.25
7507,15:18:55,peppr_salami,S,supreme,12.5
7508,16:09:29,prsc_argla,M,supreme,16.5
7509,16:09:29,hawaiian,M,classic,13.25
7510,16:09:29,thai_ckn,S,chicken,12.75
7511,16:09:29,bbq_ckn,L,chicken,20.75
7512,16:19:28,ital_supr,L,supreme,20.75
7513,16:28:32,peppr_salami,L,supreme,20.75
7514,16:33:11,pep_msh_pep,M,classic,14.5
7515,16:39:08,hawaiian,L,classic,16.5
7516,16:39:08,mexicana,L,veggie,20.25
7517,16:39:08,napolitana,S,classic,12.0
7518,16:41:21,southw_ckn,L,chicken,20.75
7519,16:41:21,southw_ckn,M,chicken,16.75
7520,16:41:21,veggie_veg,S,veggie,12.0
7521,17:31:07,pepperoni,S,classic,9.75
7522,17:31:07,ckn_pesto,M,chicken,16.75
7523,17:31:07,classic_dlx,L,classic,20.5
7524,17:31:07,pepperoni,L,classic,15.25
7525,17:38:20,southw_ckn,L,chicken,20.75
7526,17:38:20,napolitana,L,classic,20.5
7527,17:40:49,spin_pesto,S,veggie,12.5
7528,17:40:49,four_cheese,M,veggie,14.75
7529,17:40:49,hawaiian,S,classic,10.5
7530,17:40:57,calabrese,L,supreme,20.25
7531,17:41:19,veggie_veg,M,veggie,16.0
7532,17:41:19,southw_ckn,S,chicken,12.75
7533,17:50:57,prsc_argla,M,supreme,16.5
7534,17:50:57,five_cheese,L,veggie,18.5
7535,17:50:57,pepperoni,M,classic,12.5
7536,17:50:57,bbq_ckn,L,chicken,20.75
7537,18:05:09,cali_ckn,L,chicken,20.75
7538,18:05:09,spin_pesto,S,veggie,12.5
7539,18:05:09,pep_msh_pep,M,classic,14.5
7540,18:11:03,bbq_ckn,L,chicken,20.75
7541,18:19:39,spinach_fet,M,veggie,16.0
7542,18:19:39,classic_dlx,M,classic,16.0
7543,18:39:12,pepperoni,S,classic,9.75
7544,18:39:12,calabrese,M,supreme,16.25
7545,18:39:12,ital_cpcllo,S,classic,12.0
7546,18:39:12,calabrese,M,supreme,16.25
7547,18:40:58,green_garden,S,veggie,12.0
7548,18:40:58,brie_carre,S,supreme,23.65
7549,18:42:17,pepperoni,M,classic,12.5
7550,18:42:17,green_garden,S,veggie,12.0
7551,19:23:15,spicy_ital,L,supreme,20.75
7552,19:23:15,peppr_salami,S,supreme,12.5
7553,19:26:01,sicilian,M,supreme,16.25
7554,19:26:01,thai_ckn,L,chicken,20.75
7555,19:26:01,hawaiian,S,classic,10.5
7556,19:31:37,mexicana,L,veggie,20.25
7557,19:40:28,ital_supr,L,supreme,20.75
7558,19:43:11,ital_cpcllo,M,classic,16.0
7559,19:43:11,four_cheese,L,veggie,17.95
7560,20:20:10,ital_cpcllo,L,classic,20.5
7561,20:20:10,five_cheese,L,veggie,18.5
7562,20:23:21,thai_ckn,L,chicken,20.75
7563,20:23:21,pepperoni,M,classic,12.5
7564,20:40:50,the_greek,XL,classic,25.5
7565,20:46:55,hawaiian,M,classic,13.25
7566,20:46:55,the_greek,M,classic,16.0
7567,20:49:40,five_cheese,L,veggie,18.5
7568,21:03:42,sicilian,S,supreme,12.25
7569,21:03:42,napolitana,L,classic,20.5
7570,21:03:42,hawaiian,S,classic,10.5
7571,21:03:42,cali_ckn,S,chicken,12.75
7572,21:35:05,thai_ckn,L,chicken,20.75
7573,21:35:05,bbq_ckn,S,chicken,12.75
7574,21:48:31,five_cheese,L,veggie,18.5
7575,21:48:31,prsc_argla,M,supreme,16.5
7576,21:48:31,cali_ckn,M,chicken,16.75
7577,21:48:31,pepperoni,L,classic,15.25
7578,21:50:48,pepperoni,M,classic,12.5
7579,21:50:48,spinach_supr,S,supreme,12.5
7580,21:50:48,five_cheese,L,veggie,18.5
7581,22:57:58,spinach_supr,M,supreme,16.5
7582,10:54:03,four_cheese,L,veggie,17.95
7583,10:54:03,four_cheese,L,veggie,17.95
7584,10:54:03,napolitana,S,classic,12.0
7585,11:37:52,hawaiian,S,classic,10.5
7586,11:47:42,bbq_ckn,M,chicken,16.75
7587,11:50:16,thai_ckn,L,chicken,20.75
7588,11:50:16,veggie_veg,S,veggie,12.0
7589,11:50:16,ckn_pesto,S,chicken,12.75
7590,11:50:16,big_meat,S,classic,12.0
7591,12:00:21,four_cheese,M,veggie,14.75
7592,12:00:21,bbq_ckn,M,chicken,16.75
7593,12:00:55,cali_ckn,L,chicken,20.75
7594,12:00:55,ckn_pesto,L,chicken,20.75
7595,12:00:55,ital_cpcllo,L,classic,20.5
7596,12:22:27,veggie_veg,L,veggie,20.25
7597,12:22:27,four_cheese,M,veggie,14.75
7598,12:22:27,peppr_salami,M,supreme,16.5
7599,12:22:27,cali_ckn,M,chicken,16.75
7600,12:22:27,pepperoni,M,classic,12.5
7601,12:32:36,soppressata,M,supreme,16.5
7602,12:32:36,thai_ckn,S,chicken,12.75
7603,12:32:36,ital_veggie,M,veggie,16.75
7604,12:34:40,big_meat,S,classic,12.0
7605,12:39:18,sicilian,M,supreme,16.25
7606,12:39:18,prsc_argla,M,supreme,16.5
7607,12:39:18,pep_msh_pep,M,classic,14.5
7608,12:39:18,pep_msh_pep,M,classic,14.5
7609,12:39:18,southw_ckn,L,chicken,20.75
7610,12:39:18,big_meat,S,classic,12.0
7611,12:39:18,pepperoni,L,classic,15.25
7612,12:39:18,spinach_supr,S,supreme,12.5
7613,12:39:18,pepperoni,M,classic,12.5
7614,12:39:18,calabrese,M,supreme,16.25
7615,12:39:18,four_cheese,L,veggie,17.95
7616,12:39:18,the_greek,XL,classic,25.5
7617,12:39:18,spin_pesto,L,veggie,20.75
7618,12:39:18,five_cheese,L,veggie,18.5
7619,12:41:42,ckn_alfredo,M,chicken,16.75
7620,12:43:23,pep_msh_pep,M,classic,14.5
7621,12:43:23,veggie_veg,L,veggie,20.25
7622,12:44:09,ital_cpcllo,L,classic,20.5
7623,12:45:11,classic_dlx,M,classic,16.0
7624,12:45:11,big_meat,S,classic,12.0
7625,12:45:11,bbq_ckn,M,chicken,16.75
7627,12:57:10,ital_supr,M,supreme,16.5
7628,13:01:51,ckn_pesto,S,chicken,12.75
7629,13:08:59,four_cheese,L,veggie,17.95
7630,13:08:59,spinach_fet,S,veggie,12.0
7631,13:10:46,hawaiian,L,classic,16.5
7632,13:18:01,spinach_fet,L,veggie,20.25
7633,13:24:42,classic_dlx,L,classic,20.5
7634,13:24:42,ckn_pesto,S,chicken,12.75
7635,13:29:23,soppressata,L,supreme,20.75
7636,13:36:09,southw_ckn,S,chicken,12.75
7637,13:36:09,big_meat,S,classic,12.0
7638,13:36:09,classic_dlx,M,classic,16.0
7639,13:36:09,mexicana,L,veggie,20.25
7640,13:36:09,ckn_alfredo,M,chicken,16.75
7641,13:36:09,spinach_fet,M,veggie,16.0
7642,13:36:09,hawaiian,S,classic,10.5
7643,14:24:47,ital_veggie,S,veggie,12.75
7644,14:25:47,spicy_ital,L,supreme,20.75
7645,14:43:41,soppressata,L,supreme,20.75
7646,14:43:41,soppressata,S,supreme,12.5
7647,14:43:41,pep_msh_pep,S,classic,11.0
7648,15:07:18,ital_supr,S,supreme,12.5
7649,15:07:18,sicilian,M,supreme,16.25
7650,15:11:35,classic_dlx,S,classic,12.0
7651,15:11:35,peppr_salami,L,supreme,20.75
7652,15:39:00,ital_veggie,M,veggie,16.75
7653,15:39:00,spinach_fet,S,veggie,12.0
7654,15:39:00,bbq_ckn,L,chicken,20.75
7655,15:44:27,thai_ckn,L,chicken,20.75
7656,15:44:27,sicilian,M,supreme,16.25
7657,15:44:27,veggie_veg,L,veggie,20.25
7658,15:44:27,five_cheese,L,veggie,18.5
7659,15:49:29,napolitana,M,classic,16.0
7660,15:49:29,ital_cpcllo,L,classic,20.5
7661,15:52:00,mexicana,M,veggie,16.0
7662,15:54:56,pep_msh_pep,S,classic,11.0
7663,15:54:56,four_cheese,L,veggie,17.95
7664,15:54:56,big_meat,S,classic,12.0
7665,16:28:11,spinach_fet,S,veggie,12.0
7666,16:28:11,sicilian,M,supreme,16.25
7667,16:38:42,veggie_veg,M,veggie,16.0
7668,16:51:29,five_cheese,L,veggie,18.5
7669,16:51:29,peppr_salami,M,supreme,16.5
7670,16:58:06,thai_ckn,L,chicken,20.75
7671,16:58:06,green_garden,S,veggie,12.0
7672,17:05:27,calabrese,M,supreme,16.25
7673,17:09:14,spinach_supr,L,supreme,20.75
7674,17:09:14,green_garden,S,veggie,12.0
7675,17:22:08,spin_pesto,M,veggie,16.5
7676,17:22:08,southw_ckn,M,chicken,16.75
7677,17:22:08,four_cheese,L,veggie,17.95
7678,17:22:08,spinach_fet,S,veggie,12.0
7679,17:25:13,big_meat,S,classic,12.0
7680,17:25:13,sicilian,L,supreme,20.25
7681,17:25:13,four_cheese,M,veggie,14.75
7682,17:25:13,spicy_ital,L,supreme,20.75
7683,17:45:10,classic_dlx,M,classic,16.0
7684,17:45:10,pep_msh_pep,L,classic,17.5
7685,17:59:30,peppr_salami,S,supreme,12.5
7686,18:00:51,ital_cpcllo,L,classic,20.5
7687,18:00:51,green_garden,S,veggie,12.0
7688,18:15:41,five_cheese,L,veggie,18.5
7689,18:15:41,spicy_ital,S,supreme,12.5
7690,18:19:46,four_cheese,L,veggie,17.95
7691,18:44:25,southw_ckn,M,chicken,16.75
7692,18:44:25,ital_veggie,M,veggie,16.75
7693,18:49:43,southw_ckn,L,chicken,20.75
7694,18:49:43,napolitana,M,classic,16.0
7695,18:49:43,veggie_veg,M,veggie,16.0
7696,18:58:00,ckn_alfredo,S,chicken,12.75
7697,18:58:00,pepperoni,M,classic,12.5
7698,18:58:00,four_cheese,M,veggie,14.75
7699,18:58:00,soppressata,L,supreme,20.75
7700,19:31:42,soppressata,M,supreme,16.5
7701,19:41:18,sicilian,L,supreme,20.25
7702,19:44:04,bbq_ckn,S,chicken,12.75
7703,19:54:47,napolitana,L,classic,20.5
7704,19:54:47,four_cheese,L,veggie,17.95
7705,20:03:38,sicilian,S,supreme,12.25
7706,20:03:38,cali_ckn,S,chicken,12.75
7707,20:13:37,spinach_fet,M,veggie,16.0
7708,20:15:01,ckn_alfredo,S,chicken,12.75
7709,20:15:01,thai_ckn,S,chicken,12.75
7710,20:15:01,classic_dlx,S,classic,12.0
7711,20:15:01,thai_ckn,M,chicken,16.75
7712,20:16:05,big_meat,S,classic,12.0
7713,20:27:43,ckn_pesto,L,chicken,20.75
7714,20:27:43,prsc_argla,M,supreme,16.5
7715,20:41:17,the_greek,S,classic,12.0
7716,20:41:17,mexicana,L,veggie,20.25
7717,20:46:02,big_meat,S,classic,12.0
7718,20:46:02,big_meat,S,classic,12.0
7719,21:08:05,ital_supr,L,supreme,20.75
7720,21:08:05,sicilian,M,supreme,16.25
7721,21:08:05,sicilian,L,supreme,20.25
7722,21:16:08,southw_ckn,L,chicken,20.75
7723,21:26:35,napolitana,M,classic,16.0
7724,21:26:35,cali_ckn,M,chicken,16.75
7725,21:39:51,napolitana,S,classic,12.0
7726,12:01:09,spinach_supr,S,supreme,12.5
7727,12:01:09,big_meat,S,classic,12.0
7728,12:03:11,mexicana,S,veggie,12.0
7729,12:08:52,sicilian,L,supreme,20.25
7730,12:08:52,napolitana,L,classic,20.5
7731,12:12:46,pep_msh_pep,S,classic,11.0
7732,12:12:46,peppr_salami,M,supreme,16.5
7733,12:12:46,big_meat,S,classic,12.0
7734,12:16:27,pep_msh_pep,S,classic,11.0
7735,12:16:27,sicilian,M,supreme,16.25
7736,12:16:27,sicilian,M,supreme,16.25
7737,12:16:27,pepperoni,L,classic,15.25
7738,12:18:48,sicilian,S,supreme,12.25
7739,12:18:48,four_cheese,L,veggie,17.95
7740,12:22:34,the_greek,XL,classic,25.5
7741,12:39:02,ital_cpcllo,L,classic,20.5
7742,12:39:02,spinach_fet,M,veggie,16.0
7743,12:39:02,thai_ckn,L,chicken,20.75
7744,12:58:00,hawaiian,L,classic,16.5
7745,12:58:00,mexicana,L,veggie,20.25
7746,13:04:26,pepperoni,M,classic,12.5
7747,13:04:26,soppressata,L,supreme,20.75
7748,13:04:26,hawaiian,L,classic,16.5
7749,13:04:26,hawaiian,L,classic,16.5
7750,13:04:26,mexicana,L,veggie,20.25
7751,13:04:26,ital_supr,L,supreme,20.75
7752,13:04:26,pep_msh_pep,L,classic,17.5
7753,13:04:26,soppressata,M,supreme,16.5
7754,13:04:26,mexicana,S,veggie,12.0
7755,13:04:26,bbq_ckn,M,chicken,16.75
7756,13:06:30,thai_ckn,M,chicken,16.75
7757,13:07:13,thai_ckn,S,chicken,12.75
7758,13:07:13,spinach_supr,M,supreme,16.5
7759,13:07:13,classic_dlx,M,classic,16.0
7760,13:13:35,thai_ckn,S,chicken,12.75
7761,13:25:04,ital_veggie,L,veggie,21.0
7762,13:44:24,big_meat,S,classic,12.0
7763,13:44:24,cali_ckn,M,chicken,16.75
7764,13:44:24,ital_supr,S,supreme,12.5
7765,13:50:11,spin_pesto,S,veggie,12.5
7766,13:50:11,ital_veggie,S,veggie,12.75
7767,13:50:14,hawaiian,L,classic,16.5
7768,13:52:23,bbq_ckn,M,chicken,16.75
7769,13:52:23,ital_veggie,M,veggie,16.75
7770,13:52:23,spinach_supr,S,supreme,12.5
7771,13:52:23,mediterraneo,L,veggie,20.25
7772,13:52:23,five_cheese,L,veggie,18.5
7773,13:52:23,cali_ckn,L,chicken,20.75
7774,13:52:23,pep_msh_pep,S,classic,11.0
7775,13:52:23,napolitana,M,classic,16.0
7776,13:52:23,cali_ckn,M,chicken,16.75
7777,13:52:23,thai_ckn,L,chicken,20.75
7778,13:52:23,prsc_argla,L,supreme,20.75
7779,13:52:23,pepperoni,S,classic,9.75
7780,13:56:18,ckn_pesto,M,chicken,16.75
7781,13:56:18,spinach_fet,S,veggie,12.0
7782,13:56:18,ckn_pesto,L,chicken,20.75
7783,13:56:18,sicilian,L,supreme,20.25
7784,14:08:46,four_cheese,L,veggie,17.95
7785,14:18:48,napolitana,S,classic,12.0
7786,14:18:48,veggie_veg,S,veggie,12.0
7787,14:18:48,southw_ckn,M,chicken,16.75
7788,14:28:31,pepperoni,M,classic,12.5
7789,14:48:56,peppr_salami,S,supreme,12.5
7790,15:22:08,peppr_salami,S,supreme,12.5
7791,15:22:08,hawaiian,S,classic,10.5
7792,15:22:08,five_cheese,L,veggie,18.5
7793,15:39:19,spinach_fet,S,veggie,12.0
7794,15:39:19,pepperoni,S,classic,9.75
7795,15:39:19,ckn_pesto,S,chicken,12.75
7796,15:58:02,mexicana,L,veggie,20.25
7797,15:58:02,thai_ckn,L,chicken,20.75
7798,15:58:02,pepperoni,M,classic,12.5
7799,15:58:02,ital_cpcllo,M,classic,16.0
7800,15:58:38,pepperoni,L,classic,15.25
7801,15:58:38,calabrese,M,supreme,16.25
7802,15:58:38,ital_cpcllo,M,classic,16.0
7803,15:58:38,hawaiian,L,classic,16.5
7804,16:01:28,spicy_ital,L,supreme,20.75
7805,16:01:28,peppr_salami,M,supreme,16.5
7806,16:15:25,ital_cpcllo,L,classic,20.5
7807,16:15:25,spinach_supr,L,supreme,20.75
7808,16:20:18,the_greek,S,classic,12.0
7809,16:27:20,ckn_pesto,S,chicken,12.75
7810,16:32:16,classic_dlx,M,classic,16.0
7811,16:53:26,peppr_salami,S,supreme,12.5
7812,16:55:17,ital_veggie,L,veggie,21.0
7813,16:55:17,peppr_salami,S,supreme,12.5
7814,17:16:51,soppressata,L,supreme,20.75
7815,17:16:51,mediterraneo,L,veggie,20.25
7816,17:22:05,classic_dlx,M,classic,16.0
7817,17:22:05,veggie_veg,L,veggie,20.25
7818,17:24:43,sicilian,L,supreme,20.25
7819,17:24:43,ckn_alfredo,M,chicken,16.75
7820,17:24:43,napolitana,S,classic,12.0
7821,17:31:14,big_meat,S,classic,12.0
7822,17:37:19,hawaiian,S,classic,10.5
7823,17:37:19,thai_ckn,S,chicken,12.75
7824,17:37:19,spinach_fet,M,veggie,16.0
7825,17:37:19,mediterraneo,M,veggie,16.0
7826,17:45:02,hawaiian,S,classic,10.5
7827,17:45:02,prsc_argla,M,supreme,16.5
7828,17:45:02,prsc_argla,M,supreme,16.5
